file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)
ALA-R37128-2892424.fastq.gz	FASTQ	DNA	1211467	99490672	25	82.1	123	51.0	82.0	123.0	0	107	9	96.14	91.12	24.68	54.13
ALA-R37140-2892462.fastq.gz	FASTQ	DNA	1275845	99672745	25	78.1	123	48.0	75.0	123.0	0	101	15	96.30	91.37	24.85	55.63
ALA-SS170808-01-2562218.fastq.gz	FASTQ	DNA	1255248	90378752	25	72.0	123	42.0	65.0	102.0	0	90	26	96.75	92.25	25.36	53.88
ALA-SS170808-06-2892529.fastq.gz	FASTQ	DNA	1348804	102844295	25	76.2	123	45.0	71.0	123.0	0	98	18	96.11	91.17	24.64	57.23
ALA-SS170809-01-2892375.fastq.gz	FASTQ	DNA	1184063	92276653	25	77.9	123	47.0	74.0	123.0	0	102	14	96.05	91.10	24.59	54.81
ALA-SS170809-01-2892565.fastq.gz	FASTQ	DNA	1051797	91488104	25	87.0	123	56.0	90.0	123.0	0	123	1	96.62	91.92	25.20	51.52
ALA-SS170809-03-2892475.fastq.gz	FASTQ	DNA	1266587	103721151	25	81.9	123	50.0	82.0	123.0	0	110	6	96.69	92.05	25.29	53.87
ALA-SS170810-01-2892386.fastq.gz	FASTQ	DNA	1258912	101180287	25	80.4	123	49.0	78.0	123.0	0	107	9	96.48	91.84	25.04	55.08
ALA-SS170810-01-2892576.fastq.gz	FASTQ	DNA	1120492	98525404	25	87.9	123	58.0	91.0	123.0	0	123	1	96.90	92.44	25.55	54.10
ALA-SS170813-01-2892422.fastq.gz	FASTQ	DNA	1241987	101792117	25	82.0	123	50.0	82.0	123.0	0	110	6	96.58	91.84	25.15	55.01
ALA-SS170815-01-2892435.fastq.gz	FASTQ	DNA	1223305	101011500	25	82.6	123	51.0	83.0	123.0	0	111	5	96.74	92.20	25.35	54.36
ALA-SS170815-03-2892473.fastq.gz	FASTQ	DNA	1362610	113327631	25	83.2	123	51.0	84.0	123.0	0	112	4	96.59	91.93	25.17	54.34
ALA-SS170815-04-2892440.fastq.gz	FASTQ	DNA	1276249	103681406	25	81.2	123	50.0	80.0	123.0	0	108	8	96.53	91.86	25.10	54.84
ALA-SS170816-01-2562206.fastq.gz	FASTQ	DNA	1236847	104401944	25	84.4	123	54.0	85.0	123.0	0	112	4	96.76	92.02	25.37	53.82
ALA-SS170816-01-2584000.fastq.gz	FASTQ	DNA	1129090	87570132	25	77.6	123	46.0	74.0	123.0	0	101	15	96.66	92.02	25.25	55.38
ALA-SS170816-01-2892493.fastq.gz	FASTQ	DNA	1336415	107406369	25	80.4	123	50.0	78.0	123.0	0	106	10	96.28	91.38	24.82	56.21
ALA-SS170816-01-2892588.fastq.gz	FASTQ	DNA	1030485	89850807	25	87.2	123	57.0	90.0	123.0	0	123	1	96.97	92.60	25.64	52.81
ALA-SS170820-01-2562217.fastq.gz	FASTQ	DNA	889753	64940174	25	73.0	123	43.0	65.0	108.0	0	93	23	97.01	92.62	25.69	55.02
ALA-SS170820-05-2892447.fastq.gz	FASTQ	DNA	1025532	83734516	25	81.6	123	49.0	82.0	123.0	0	110	6	96.87	92.14	25.49	52.46
ALA-SS170822-01-2892494.fastq.gz	FASTQ	DNA	1287296	100714253	25	78.2	123	47.0	75.0	123.0	0	103	13	96.47	91.78	25.03	55.65
ALA-SS170822-01-2892589.fastq.gz	FASTQ	DNA	1173317	100936197	25	86.0	123	55.0	88.0	123.0	0	123	1	96.07	90.97	24.60	53.64
ALA-SS170822-02-2892495.fastq.gz	FASTQ	DNA	1307097	104672549	25	80.1	123	49.0	78.0	123.0	0	107	9	96.47	91.77	25.03	55.45
ALA-SS170822-02-2892590.fastq.gz	FASTQ	DNA	991249	78269953	25	79.0	123	48.0	75.0	123.0	0	105	11	96.40	91.65	24.96	56.69
ALA-SS170822-02-2894775.fastq.gz	FASTQ	DNA	863691	76876901	25	89.0	123	59.0	93.0	123.0	0	123	1	97.01	92.61	25.68	53.36
ALA-SS170822-03-2892528.fastq.gz	FASTQ	DNA	1268420	88915964	25	70.1	123	41.0	61.0	98.0	0	87	29	96.33	91.67	24.88	64.74
ALA-SS170822-03-2894754.fastq.gz	FASTQ	DNA	1195648	91794219	25	76.8	123	46.0	72.0	123.0	0	99	17	96.34	91.57	24.89	62.54
ALA-SS171011-02-2892425.fastq.gz	FASTQ	DNA	1210175	101963723	25	84.3	123	53.0	86.0	123.0	0	111	5	96.91	92.43	25.56	54.12
ALA-SS171011-03-2892496.fastq.gz	FASTQ	DNA	1260661	102042203	25	80.9	123	50.0	79.0	123.0	0	108	8	96.54	91.81	25.11	55.83
ALA-SS171011-03-2892591.fastq.gz	FASTQ	DNA	1101750	93256741	25	84.6	123	53.0	86.0	123.0	0	123	1	96.44	91.66	25.00	54.70
ALA-SS171018-02-2892517.fastq.gz	FASTQ	DNA	1289131	100115277	25	77.7	123	47.0	73.0	123.0	0	101	15	96.38	91.68	24.94	56.05
ALA-SS171025-01-2892506.fastq.gz	FASTQ	DNA	1149043	90068440	25	78.4	123	46.0	75.0	123.0	0	105	11	96.52	91.62	25.08	56.19
ALA-SS171025-02-2892393.fastq.gz	FASTQ	DNA	1197611	97509187	25	81.4	123	48.0	81.0	123.0	0	110	6	96.59	92.00	25.17	54.03
ALA-SS171104-01-2892432.fastq.gz	FASTQ	DNA	1223781	101597513	25	83.0	123	52.0	83.0	123.0	0	111	5	96.66	92.05	25.25	53.24
ALA-SS171105-01-2892472.fastq.gz	FASTQ	DNA	1285818	103447885	25	80.5	123	49.0	78.0	123.0	0	107	9	96.57	91.96	25.15	54.96
ALA-SS171106-02-2892479.fastq.gz	FASTQ	DNA	1214599	97585126	25	80.3	123	49.0	78.0	123.0	0	107	9	96.79	92.27	25.41	55.16
ALA-SS171106-03-2892404.fastq.gz	FASTQ	DNA	1310908	103340045	25	78.8	123	48.0	74.0	123.0	0	104	12	96.85	92.43	25.49	55.63
